,subject_code,period,seq,conector,lparen,test_code,test_score,prerequisite_subject_code,grade,score,rparen,prerequsite_type,origen
0,FADT2668,202620,0,,(,,0.0,,,,,malla,FADT2668
1,FADT2668,202620,1,,(,,0.0,FADT1160,,6.0,,malla,FADT2668
2,FADT2668,202620,2,O,,A161,6.0,,,,),malla,FADT2668
3,FADT2668,202620,3,Y,(,,0.0,FADR1116,,6.0,,malla,FADT2668
4,FADT2668,202620,4,O,,A162,6.0,,,,),malla,FADT2668
5,FADT2668,202620,5,,,,0.0,,,,),malla,FADT2668
6,FADT2668,202620,6,O,(,,0.0,,,,,malla,FADT2668
7,FADT2668,202620,7,,(,,0.0,FADT1170,,6.0,,malla,FADT2668
8,FADT2668,202620,8,O,,A161,6.0,,,,),malla,FADT2668
9,FADT2668,202620,9,Y,(,,0.0,ARQS0001,,6.0,,malla,FADT2668
10,FADT2668,202620,10,O,,A483,6.0,,,,),malla,FADT2668
11,FADT2668,202620,11,,,,0.0,,,,),malla,FADT2668
0,ARQU0001,202620,1,,,,0.0,ARQS0001,Pregrado,6.0,,malla,ARQU0001
1,ARQU0001,202620,2,O,,A483,6.0,,,,,malla,ARQU0001
0,AQTT2666,202620,1,,(,,0.0,AQTT2665,Pregrado,6.0,,malla,AQTT2666
1,AQTT2666,202620,2,Y,,,0.0,ARQU0013,Pregrado,6.0,,malla,AQTT2666
2,AQTT2666,202620,3,Y,,,0.0,ARQU0007,Pregrado,6.0,),malla,AQTT2666
3,AQTT2666,202620,4,O,(,,0.0,AQTT2665,Pregrado,6.0,,malla,AQTT2666
4,AQTT2666,202620,5,Y,,,0.0,AQTC3805,Pregrado,6.0,),malla,AQTT2666
5,AQTT2666,202620,6,Y,(,,0.0,INGZ0333,Pregrado,6.0,,malla,AQTT2666
6,AQTT2666,202620,7,O,,ENGC,4.0,,,,,malla,AQTT2666
7,AQTT2666,202620,8,O,,ENG,5.0,,,,),malla,AQTT2666
0,ARQU0017,202620,1,,(,,0.0,AQTH4106,Pregrado,6.0,,malla,ARQU0017
1,ARQU0017,202620,2,O,,A236,6.0,,,,),malla,ARQU0017
2,ARQU0017,202620,3,Y,,,0.0,AQTT2665,Pregrado,6.0,,malla,ARQU0017
0,ARQU0019,202620,1,,,,0.0,AQTU3210,Pregrado,6.0,,malla,ARQU0019
1,ARQU0019,202620,2,Y,(,,0.0,ARQU0009,Pregrado,6.0,,malla,ARQU0019
2,ARQU0019,202620,3,O,,,0.0,ARQU0010,Pregrado,6.0,,malla,ARQU0019
3,ARQU0019,202620,4,O,,,0.0,ARQU0011,Pregrado,6.0,),malla,ARQU0019
0,AQTT3688,202620,1,,(,,0.0,AQTT3678,Pregrado,6.0,,malla,AQTT3688
1,AQTT3688,202620,2,Y,,,0.0,AQTC4806,Pregrado,6.0,),malla,AQTT3688
2,AQTT3688,202620,3,O,(,,0.0,AQTT3678,Pregrado,6.0,,malla,AQTT3688
3,AQTT3688,202620,4,Y,,,0.0,ARQS0009,Pregrado,6.0,),malla,AQTT3688
4,AQTT3688,202620,8,O,(,,0.0,AQTT3678,Pregrado,6.0,,malla,AQTT3688
5,AQTT3688,202620,9,Y,,,0.0,ARQU0016,Pregrado,6.0,,malla,AQTT3688
6,AQTT3688,202620,10,Y,,,0.0,ARQU0019,Pregrado,6.0,),malla,AQTT3688
0,ARQU0022,202620,1,,,,0.0,AQTT4678,Pregrado,6.0,,malla,ARQU0022
1,ARQU0022,202620,2,Y,,,0.0,ARQU0016,Pregrado,6.0,,malla,ARQU0022
0,AQTH1103,202620,1,,(,,0.0,FADT2668,Pregrado,6.0,,malla,AQTH1103
1,AQTH1103,202620,2,O,,A163,6.0,,,,),malla,AQTH1103
2,AQTH1103,202620,3,Y,,,0.0,ARQU0003,Pregrado,6.0,,malla,AQTH1103
0,AQTU2208,202620,1,,(,,0.0,AQTU3210,Pregrado,6.0,,malla,AQTU2208
1,AQTU2208,202620,2,Y,,,0.0,AQTT3678,Pregrado,6.0,,malla,AQTU2208
2,AQTU2208,202620,3,Y,,,0.0,ARQU0019,Pregrado,6.0,),malla,AQTU2208
0,AQTT4678,202620,1,,,,0.0,AQTT3688,Pregrado,6.0,,malla,AQTT4678
1,AQTT4678,202620,2,Y,,,0.0,AQTU2208,Pregrado,6.0,,malla,AQTT4678
2,AQTT4678,202620,3,Y,,,0.0,ARQU0020,Pregrado,6.0,,malla,AQTT4678
0,MVET3139,202620,1,,,,0.0,MVET3127,Pregrado,6.0,,malla,MVET3139
1,MVET3139,202620,2,Y,,,0.0,MVET2118,Pregrado,6.0,,malla,MVET3139
0,PSIZ9012,202620,1,,,,0.0,PSIC8009,Pregrado,6.0,,malla,PSIZ9012
0,PSIZ9017,202620,1,,,,0.0,PSIC3801,Pregrado,6.0,,malla,PSIZ9017
1,PSIZ9017,202620,2,O,(,,0.0,,,,,malla,PSIZ9017
2,PSIZ9017,202620,3,,(,,0.0,PSIC2801,Pregrado,6.0,,malla,PSIZ9017
3,PSIZ9017,202620,4,Y,,,0.0,PSIZ9009,Pregrado,6.0,),malla,PSIZ9017
4,PSIZ9017,202620,5,O,(,,0.0,PSIZ9008,Pregrado,6.0,,malla,PSIZ9017
5,PSIZ9017,202620,6,Y,,,0.0,PSIZ9010,Pregrado,6.0,),malla,PSIZ9017
6,PSIZ9017,202620,7,,,,0.0,,,,),malla,PSIZ9017
0,PSIZ9020,202620,1,,,,0.0,PSIZ9006,Pregrado,6.0,,malla,PSIZ9020
0,ECOZ2810,202620,1,,(,,0.0,,,,,malla,ECOZ2810
1,ECOZ2810,202620,2,,(,,0.0,ECOZ1155,Pregrado,6.0,,malla,ECOZ2810
2,ECOZ2810,202620,3,O,,A173,6.0,,,,),malla,ECOZ2810
3,ECOZ2810,202620,4,Y,(,,0.0,ECOZ1254,Pregrado,6.0,,malla,ECOZ2810
4,ECOZ2810,202620,5,O,,A172,6.0,,,,),malla,ECOZ2810
5,ECOZ2810,202620,6,,,,0.0,,,,),malla,ECOZ2810
0,MKTZ3411,202620,1,,(,,0.0,MKTZ2535,Pregrado,6.0,,malla,MKTZ3411
1,MKTZ3411,202620,2,O,,A211,6.0,,,,),malla,MKTZ3411
2,MKTZ3411,202620,3,O,,,0.0,MKTZ3244,Pregrado,6.0,,malla,MKTZ3411
0,MKTZ3243,202620,1,,(,,0.0,,,,,malla,MKTZ3243
1,MKTZ3243,202620,2,,(,,0.0,GDEZ2202,Pregrado,6.0,,malla,MKTZ3243
2,MKTZ3243,202620,3,O,,A197,6.0,,,,),malla,MKTZ3243
3,MKTZ3243,202620,4,Y,,,0.0,ISWZ1193,Pregrado,6.0,),malla,MKTZ3243
4,MKTZ3243,202620,5,O,,,0.0,MKTZ3244,Pregrado,6.0,,malla,MKTZ3243
0,MGTZ2288,202620,1,,(,,0.0,MGTZ3102,Pregrado,6.0,,malla,MGTZ2288
1,MGTZ2288,202620,2,O,,A166,6.0,,,,),malla,MGTZ2288
2,MGTZ2288,202620,3,O,,,0.0,ADMD0028,Pregrado,6.0,,malla,MGTZ2288
0,EHTZ3479,202620,1,,(,,0.0,INGZ0444,Pregrado,6.0,,malla,EHTZ3479
1,EHTZ3479,202620,2,O,,ENGC,4.0,,,,,malla,EHTZ3479
2,EHTZ3479,202620,3,O,,ENG,6.0,,,,),malla,EHTZ3479
3,EHTZ3479,202620,4,Y,(,,0.0,NEGZ3808,Pregrado,6.0,,malla,EHTZ3479
4,EHTZ3479,202620,5,O,,,0.0,HOSZ4492,Pregrado,6.0,,malla,EHTZ3479
5,EHTZ3479,202620,6,O,,,0.0,GDEZ3910,Pregrado,6.0,,malla,EHTZ3479
6,EHTZ3479,202620,7,O,,,0.0,NEDI0003,Pregrado,6.0,),malla,EHTZ3479
0,MKTZ2901,202620,1,,,,0.0,MKTZ3230,Pregrado,6.0,,malla,MKTZ2901
1,MKTZ2901,202620,2,O,,,0.0,MKTZ2240,Pregrado,6.0,,malla,MKTZ2901
0,MKTZ2406,202620,1,,,,0.0,HOSZ4491,Pregrado,6.0,,malla,MKTZ2406
1,MKTZ2406,202620,2,O,,,0.0,MKTZ3244,Pregrado,6.0,,malla,MKTZ2406
0,MKTZ2905,202620,1,,,,0.0,MKTZ3244,Pregrado,6.0,,malla,MKTZ2905
0,MKTZ4425,202620,1,,,,0.0,MKTZ2240,Pregrado,6.0,,malla,MKTZ4425
0,MKTZ3241,202620,1,,,,0.0,MKTZ2240,Pregrado,6.0,,malla,MKTZ3241
0,ECOZ2160,202320,1,,(,,0.0,ECOZ2191,Pregrado,6.0,,malla,ECOZ2160
1,ECOZ2160,202320,2,O,,A176,6.0,,,,),malla,ECOZ2160
2,ECOZ2160,202320,3,O,,,0.0,ECOZ3923,Pregrado,6.0,,malla,ECOZ2160
0,ECOZ2158,,1,,,,0.0,ECOZ2191,Pregrado,6.0,,malla,
1,ECOZ2158,,2,O,,A176,6.0,,,,,malla,
0,ECOZ2158,,3,O,(,,,,,,,homologacion,
1,ECOZ2158,,4,,(,,0.0,ECOZ2191,Pregrado,6.0,,homologacion,ECOZ2160
2,ECOZ2158,,5,O,,A176,6.0,,,,),homologacion,ECOZ2160
3,ECOZ2158,,6,O,,,0.0,ECOZ3923,Pregrado,6.0,,homologacion,ECOZ2160
4,ECOZ2158,,7,,,,,,,,),homologacion,
0,ECOZ3361,202320,1,,(,,,ECOZ2191,Pregrado,6.0,,malla,ECOZ3361
1,ECOZ3361,202320,2,O,,A176,6.0,,,,),malla,ECOZ3361
2,ECOZ3361,202320,6,O,,,0.0,ECOZ3923,Pregrado,6.0,,malla,ECOZ3361
0,GDEZ3905,202620,1,,,,0.0,GDEZ3914,Pregrado,6.0,,malla,GDEZ3905
1,GDEZ3905,202620,2,O,,,0.0,MKTZ2240,Pregrado,6.0,,malla,GDEZ3905
0,IUSZ1110,202620,1,,,,0.0,IUSZ1001,Pregrado,6.0,,malla,IUSZ1110
1,IUSZ1110,202620,2,Y,,,0.0,IUSZ1002,Pregrado,6.0,,malla,IUSZ1110
2,IUSZ1110,202620,3,Y,(,,0.0,INGZ0001,Pregrado,6.0,,malla,IUSZ1110
3,IUSZ1110,202620,4,O,,ENG,0.0,,,,),malla,IUSZ1110
0,PSIZ9004,202620,1,,,,0.0,PSIZ1220,Pregrado,6.0,,malla,PSIZ9004
1,PSIZ9004,202620,2,O,,A073,6.0,,,,,malla,PSIZ9004
2,PSIZ9004,202620,3,O,,A447,6.0,,,,,malla,PSIZ9004
0,DMDZ2322,202620,1,,(,,0.0,,,,,malla,DMDZ2322
1,DMDZ2322,202620,2,,(,,0.0,DMDZ2313,Pregrado,6.0,,malla,DMDZ2322
2,DMDZ2322,202620,6,O,,E103,6.0,,,,),malla,DMDZ2322
3,DMDZ2322,202620,7,Y,(,,0.0,DMDZ2321,Pregrado,6.0,,malla,DMDZ2322
4,DMDZ2322,202620,11,O,,A201,6.0,,,,),malla,DMDZ2322
5,DMDZ2322,202620,12,,,,0.0,,,,),malla,DMDZ2322
0,CBOZ2210,202220,1,,,,0.0,CBMZ1030,Pregrado,6.0,,malla,
1,CBOZ2210,202220,2,O,(,,0.0,,,,,homologacion,
2,CBOZ2210,202220,3,,(,,0.0,DMDZ2313,Pregrado,6.0,,homologacion,
3,CBOZ2210,202220,4,O,,E103,6.0,,,,),homologacion,
4,CBOZ2210,202220,5,Y,(,,0.0,DMDZ2321,Pregrado,6.0,,homologacion,
5,CBOZ2210,202220,6,O,,A201,6.0,,,,),homologacion,
6,CBOZ2210,202220,7,,,,0.0,,,,),homologacion,
0,CBOZ2210,202220,8,O,(,,,,,,,homologacion,
1,CBOZ2210,202220,9,,(,,0.0,,,,,homologacion,DMDZ2322
2,CBOZ2210,202220,10,,(,,0.0,DMDZ2313,Pregrado,6.0,,homologacion,DMDZ2322
3,CBOZ2210,202220,11,O,,E103,6.0,,,,),homologacion,DMDZ2322
4,CBOZ2210,202220,12,Y,(,,0.0,DMDZ2321,Pregrado,6.0,,homologacion,DMDZ2322
5,CBOZ2210,202220,13,O,,A201,6.0,,,,),homologacion,DMDZ2322
6,CBOZ2210,202220,14,,,,0.0,,,,),homologacion,DMDZ2322
7,CBOZ2210,202220,15,,,,,,,,),homologacion,
0,MEDZ3245,202310,1,,(,,0.0,MEDZ2124,Pregrado,6.0,,malla,
1,MEDZ3245,202310,2,O,,A044,6.0,,,,),malla,
2,MEDZ3245,202310,3,O,(,,0.0,CBMZ2060,Pregrado,6.0,,homologacion,
3,MEDZ3245,202310,4,Y,,,0.0,CBMZ2050,Pregrado,6.0,,homologacion,
4,MEDZ3245,202310,5,,,,0.0,,,,),homologacion,
5,MEDZ3245,202310,6,O,(,,0.0,CBMZ2061,Pregrado,6.0,,homologacion,
6,MEDZ3245,202310,7,Y,,,0.0,CBMZ2050,Pregrado,6.0,,homologacion,
7,MEDZ3245,202310,8,,,,0.0,,,,),homologacion,
8,MEDZ3245,202310,9,O,,,0.0,CBMZ1030,Pregrado,6.0,,homologacion,
9,MEDZ3245,202310,10,O,(,,0.0,,,,,homologacion,
10,MEDZ3245,202310,11,,(,,0.0,DMDZ2313,Pregrado,6.0,,homologacion,
11,MEDZ3245,202310,12,O,,E103,6.0,,,,),homologacion,
12,MEDZ3245,202310,13,Y,(,,0.0,DMDZ2321,Pregrado,6.0,,homologacion,
13,MEDZ3245,202310,14,O,,A201,6.0,,,,),homologacion,
14,MEDZ3245,202310,15,,,,0.0,,,,),homologacion,
15,MEDZ3245,202310,16,O,(,,0.0,MEDZ2131,Pregrado,6.0,,homologacion,
16,MEDZ3245,202310,17,Y,,,0.0,MEDZ2233,Pregrado,6.0,,homologacion,
17,MEDZ3245,202310,18,,,,0.0,,,,),homologacion,
0,MEDZ3245,202310,19,O,(,,,,,,,homologacion,
1,MEDZ3245,202310,20,,(,,0.0,,,,,homologacion,DMDZ2322
2,MEDZ3245,202310,21,,(,,0.0,DMDZ2313,Pregrado,6.0,,homologacion,DMDZ2322
3,MEDZ3245,202310,22,O,,E103,6.0,,,,),homologacion,DMDZ2322
4,MEDZ3245,202310,23,Y,(,,0.0,DMDZ2321,Pregrado,6.0,,homologacion,DMDZ2322
5,MEDZ3245,202310,24,O,,A201,6.0,,,,),homologacion,DMDZ2322
6,MEDZ3245,202310,25,,,,0.0,,,,),homologacion,DMDZ2322
7,MEDZ3245,202310,26,,,,,,,,),homologacion,
0,MEDZ3243,,1,,,,0.0,MEDZ2131,Pregrado,6.0,,malla,
1,MEDZ3243,,2,Y,,,0.0,MEDZ2233,Pregrado,6.0,,malla,
2,MEDZ3243,,3,O,(,,0.0,CBMZ2060,Pregrado,6.0,,homologacion,
3,MEDZ3243,,4,Y,,,0.0,CBMZ2050,Pregrado,6.0,,homologacion,
4,MEDZ3243,,5,,,,0.0,,,,),homologacion,
5,MEDZ3243,,6,O,(,,0.0,CBMZ2061,Pregrado,6.0,,homologacion,
6,MEDZ3243,,7,Y,,,0.0,CBMZ2050,Pregrado,6.0,,homologacion,
7,MEDZ3243,,8,,,,0.0,,,,),homologacion,
8,MEDZ3243,,9,O,(,,0.0,CBMZ1030,Pregrado,6.0,,homologacion,
9,MEDZ3243,,10,,,,0.0,,,,),homologacion,
10,MEDZ3243,,11,O,(,,0.0,,,,,homologacion,
11,MEDZ3243,,12,,(,,0.0,DMDZ2313,Pregrado,6.0,,homologacion,
12,MEDZ3243,,13,O,,E103,6.0,,,,),homologacion,
13,MEDZ3243,,14,Y,(,,0.0,DMDZ2321,Pregrado,6.0,,homologacion,
14,MEDZ3243,,15,O,,A201,6.0,,,,),homologacion,
15,MEDZ3243,,16,,,,0.0,,,,),homologacion,
16,MEDZ3243,,17,O,(,,0.0,,,,,homologacion,
17,MEDZ3243,,18,,(,,0.0,MEDZ2124,Pregrado,6.0,,homologacion,
18,MEDZ3243,,19,O,,A044,6.0,,,,),homologacion,
19,MEDZ3243,,20,,,,0.0,,,,),homologacion,
0,MEDZ3243,,21,O,(,,,,,,,homologacion,
1,MEDZ3243,,22,,(,,0.0,,,,,homologacion,DMDZ2322
2,MEDZ3243,,23,,(,,0.0,DMDZ2313,Pregrado,6.0,,homologacion,DMDZ2322
3,MEDZ3243,,24,O,,E103,6.0,,,,),homologacion,DMDZ2322
4,MEDZ3243,,25,Y,(,,0.0,DMDZ2321,Pregrado,6.0,,homologacion,DMDZ2322
5,MEDZ3243,,26,O,,A201,6.0,,,,),homologacion,DMDZ2322
6,MEDZ3243,,27,,,,0.0,,,,),homologacion,DMDZ2322
7,MEDZ3243,,28,,,,,,,,),homologacion,
0,MEDZ4385,202620,1,,(,,,MEDZ4379,,6.0,,malla,
1,MEDZ4385,202620,2,O,,A355,6.0,,,,),malla,
2,MEDZ4385,202620,3,Y,(,,,MEDZ4381,,6.0,,malla,
3,MEDZ4385,202620,4,O,,A357,6.0,,,,),malla,
4,MEDZ4385,202620,5,Y,(,,,MEDZ4380,,6.0,,malla,
5,MEDZ4385,202620,6,O,,A356,6.0,,,,),malla,
6,MEDZ4385,202620,7,Y,(,,,MEDZ4383,,6.0,,malla,
7,MEDZ4385,202620,8,O,,A359,6.0,,,,),malla,
0,MEDZ4385,202620,9,O,(,,,,,,,homologacion,
1,MEDZ4385,202620,10,,(,,0.0,,,,,homologacion,DMDZ2322
2,MEDZ4385,202620,11,,(,,0.0,DMDZ2313,Pregrado,6.0,,homologacion,DMDZ2322
3,MEDZ4385,202620,12,O,,E103,6.0,,,,),homologacion,DMDZ2322
4,MEDZ4385,202620,13,Y,(,,0.0,DMDZ2321,Pregrado,6.0,,homologacion,DMDZ2322
5,MEDZ4385,202620,14,O,,A201,6.0,,,,),homologacion,DMDZ2322
6,MEDZ4385,202620,15,,,,0.0,,,,),homologacion,DMDZ2322
7,MEDZ4385,202620,16,,,,,,,,),homologacion,
0,MEDZ4390,202620,1,,(,,,MEDZ4385,,6.0,,malla,
1,MEDZ4390,202620,2,O,,A361,6.0,,,,),malla,
2,MEDZ4390,202620,3,Y,(,,,MEDZ4388,,6.0,,malla,
3,MEDZ4390,202620,4,O,,A364,6.0,,,,),malla,
4,MEDZ4390,202620,5,Y,(,,,MEDZ4386,,6.0,,malla,
5,MEDZ4390,202620,6,O,,A362,6.0,,,,),malla,
6,MEDZ4390,202620,7,Y,(,,,MEDZ4387,,6.0,,malla,
7,MEDZ4390,202620,8,O,,A363,6.0,,,,),malla,
8,MEDZ4390,202620,9,Y,(,,,MEDZ4384,,6.0,,malla,
9,MEDZ4390,202620,10,O,,A360,6.0,,,,),malla,
0,MEDZ4390,202620,11,O,(,,,,,,,homologacion,
1,MEDZ4390,202620,12,,(,,0.0,,,,,homologacion,DMDZ2322
2,MEDZ4390,202620,13,,(,,0.0,DMDZ2313,Pregrado,6.0,,homologacion,DMDZ2322
3,MEDZ4390,202620,14,O,,E103,6.0,,,,),homologacion,DMDZ2322
4,MEDZ4390,202620,15,Y,(,,0.0,DMDZ2321,Pregrado,6.0,,homologacion,DMDZ2322
5,MEDZ4390,202620,16,O,,A201,6.0,,,,),homologacion,DMDZ2322
6,MEDZ4390,202620,17,,,,0.0,,,,),homologacion,DMDZ2322
7,MEDZ4390,202620,18,,,,,,,,),homologacion,
0,DMDZ2324,202620,1,,(,,0.0,,,,,malla,DMDZ2324
1,DMDZ2324,202620,2,,(,,0.0,DMDZ2321,Pregrado,6.0,,malla,DMDZ2324
2,DMDZ2324,202620,3,O,,,0.0,MEDZ2232,Pregrado,6.0,,malla,DMDZ2324
3,DMDZ2324,202620,4,O,,,0.0,MEDZ2234,Pregrado,6.0,,malla,DMDZ2324
4,DMDZ2324,202620,5,O,,,0.0,MEDZ4380,Pregrado,6.0,,malla,DMDZ2324
5,DMDZ2324,202620,6,O,,A201,6.0,,,,),malla,DMDZ2324
6,DMDZ2324,202620,7,Y,(,,0.0,DMDZ2313,Pregrado,6.0,,malla,DMDZ2324
7,DMDZ2324,202620,11,O,,E103,6.0,,,,),malla,DMDZ2324
0,CBOZ2150,202220,1,,,,0.0,CBOZ1020,Pregrado,6.0,,malla,
0,CBOZ2150,202220,2,O,(,,,,,,,homologacion,
1,CBOZ2150,202220,3,,(,,0.0,,,,,homologacion,DMDZ2324
2,CBOZ2150,202220,4,,(,,0.0,DMDZ2321,Pregrado,6.0,,homologacion,DMDZ2324
3,CBOZ2150,202220,5,O,,,0.0,MEDZ2232,Pregrado,6.0,,homologacion,DMDZ2324
4,CBOZ2150,202220,6,O,,,0.0,MEDZ2234,Pregrado,6.0,,homologacion,DMDZ2324
5,CBOZ2150,202220,7,O,,,0.0,MEDZ4380,Pregrado,6.0,,homologacion,DMDZ2324
6,CBOZ2150,202220,8,O,,A201,6.0,,,,),homologacion,DMDZ2324
7,CBOZ2150,202220,9,Y,(,,0.0,DMDZ2313,Pregrado,6.0,,homologacion,DMDZ2324
8,CBOZ2150,202220,10,O,,E103,6.0,,,,),homologacion,DMDZ2324
9,CBOZ2150,202220,11,,,,,,,,),homologacion,
0,DMDZ2326,202620,1,,(,,0.0,,,,,malla,DMDZ2326
1,DMDZ2326,202620,2,,(,,0.0,DMDZ2321,Pregrado,6.0,,malla,DMDZ2326
2,DMDZ2326,202620,6,O,,A201,6.0,,,,),malla,DMDZ2326
3,DMDZ2326,202620,7,Y,(,,0.0,DMDZ2313,Pregrado,6.0,,malla,DMDZ2326
4,DMDZ2326,202620,11,O,,E103,6.0,,,,),malla,DMDZ2326
0,DMDZ2325,,1,,(,,0.0,DMDZ2321,Pregrado,6.0,,malla,
1,DMDZ2325,,2,O,,A201,6.0,,,,),malla,
2,DMDZ2325,,3,Y,(,,0.0,DMDZ2313,Pregrado,6.0,,malla,
3,DMDZ2325,,4,O,,E103,6.0,,,,),malla,
4,DMDZ2325,,5,O,(,,0.0,CBMZ1030,Pregrado,6.0,,homologacion,
5,DMDZ2325,,6,,,,0.0,,,,),homologacion,
6,DMDZ2325,,7,O,(,,0.0,,,,,homologacion,
7,DMDZ2325,,8,,(,,0.0,DMDZ2321,Pregrado,6.0,,homologacion,
8,DMDZ2325,,9,O,,A201,6.0,,,,),homologacion,
9,DMDZ2325,,10,Y,(,,0.0,DMDZ2313,Pregrado,6.0,,homologacion,
10,DMDZ2325,,11,O,,E103,6.0,,,,),homologacion,
11,DMDZ2325,,12,,,,0.0,,,,),homologacion,
0,DMDZ2325,,13,O,(,,,,,,,homologacion,
1,DMDZ2325,,14,,(,,0.0,,,,,homologacion,DMDZ2326
2,DMDZ2325,,15,,(,,0.0,DMDZ2321,Pregrado,6.0,,homologacion,DMDZ2326
3,DMDZ2325,,16,O,,A201,6.0,,,,),homologacion,DMDZ2326
4,DMDZ2325,,17,Y,(,,0.0,DMDZ2313,Pregrado,6.0,,homologacion,DMDZ2326
5,DMDZ2325,,18,O,,E103,6.0,,,,),homologacion,DMDZ2326
6,DMDZ2325,,19,,,,,,,,),homologacion,
0,CBOZ2140,202220,1,,,,0.0,CBMZ1030,Pregrado,6.0,,malla,
0,CBOZ2140,202220,2,O,(,,,,,,,homologacion,
1,CBOZ2140,202220,3,,(,,0.0,,,,,homologacion,DMDZ2326
2,CBOZ2140,202220,4,,(,,0.0,DMDZ2321,Pregrado,6.0,,homologacion,DMDZ2326
3,CBOZ2140,202220,5,O,,A201,6.0,,,,),homologacion,DMDZ2326
4,CBOZ2140,202220,6,Y,(,,0.0,DMDZ2313,Pregrado,6.0,,homologacion,DMDZ2326
5,CBOZ2140,202220,7,O,,E103,6.0,,,,),homologacion,DMDZ2326
6,CBOZ2140,202220,8,,,,,,,,),homologacion,
0,CBMZ1121,202310,1,,,,0.0,CBMZ1030,Pregrado,6.0,,malla,
0,CBMZ1121,202310,2,O,(,,,,,,,homologacion,
1,CBMZ1121,202310,3,,(,,0.0,,,,,homologacion,DMDZ2326
2,CBMZ1121,202310,4,,(,,0.0,DMDZ2321,Pregrado,6.0,,homologacion,DMDZ2326
3,CBMZ1121,202310,5,O,,A201,6.0,,,,),homologacion,DMDZ2326
4,CBMZ1121,202310,6,Y,(,,0.0,DMDZ2313,Pregrado,6.0,,homologacion,DMDZ2326
5,CBMZ1121,202310,7,O,,E103,6.0,,,,),homologacion,DMDZ2326
6,CBMZ1121,202310,8,,,,,,,,),homologacion,
0,DMDZ2321,202620,1,,,,0.0,DMDZ2311,Pregrado,6.0,,malla,DMDZ2321
1,DMDZ2321,202620,5,O,,A101,6.0,,,,,malla,DMDZ2321
0,CBOZ3160,202220,1,,,,0.0,CBOZ2110,Pregrado,6.0,,malla,
0,CBOZ3160,202220,2,O,(,,,,,,,homologacion,
1,CBOZ3160,202220,3,,,,0.0,DMDZ2311,Pregrado,6.0,,homologacion,DMDZ2321
2,CBOZ3160,202220,4,O,,A101,6.0,,,,,homologacion,DMDZ2321
3,CBOZ3160,202220,5,,,,,,,,),homologacion,
0,CBMZ3150,202310,1,,,,0.0,CBMZ2130,Pregrado,6.0,,malla,
1,CBMZ3150,202310,2,O,(,,0.0,,,,,homologacion,
2,CBMZ3150,202310,3,,(,,0.0,DMDZ2311,Pregrado,6.0,,homologacion,
3,CBMZ3150,202310,4,O,,A101,6.0,,,,),homologacion,
4,CBMZ3150,202310,5,,,,0.0,,,,),homologacion,
5,CBMZ3150,202310,6,O,(,,0.0,,,,,homologacion,
6,CBMZ3150,202310,7,,(,,0.0,MEDZ2132,Pregrado,6.0,,homologacion,
7,CBMZ3150,202310,8,O,,A045,6.0,,,,),homologacion,
8,CBMZ3150,202310,9,Y,(,,0.0,MEDZ2125,Pregrado,6.0,,homologacion,
9,CBMZ3150,202310,10,O,,A043,6.0,,,,),homologacion,
10,CBMZ3150,202310,11,,,,0.0,,,,),homologacion,
11,CBMZ3150,202310,12,O,(,,0.0,,,,,homologacion,
12,CBMZ3150,202310,13,,(,,0.0,MEDZ2234,Pregrado,6.0,,homologacion,
13,CBMZ3150,202310,14,O,,A049,6.0,,,,),homologacion,
14,CBMZ3150,202310,15,Y,(,,0.0,MEDZ2235,Pregrado,6.0,,homologacion,
15,CBMZ3150,202310,16,O,,A047,6.0,,,,),homologacion,
16,CBMZ3150,202310,17,,,,0.0,,,,),homologacion,
0,CBMZ3150,202310,18,O,(,,,,,,,homologacion,
1,CBMZ3150,202310,19,,,,0.0,DMDZ2311,Pregrado,6.0,,homologacion,DMDZ2321
2,CBMZ3150,202310,20,O,,A101,6.0,,,,,homologacion,DMDZ2321
3,CBMZ3150,202310,21,,,,,,,,),homologacion,
0,MEDZ2234,202310,1,,(,,0.0,MEDZ2132,Pregrado,6.0,,malla,
1,MEDZ2234,202310,2,O,,A045,6.0,,,,),malla,
2,MEDZ2234,202310,3,Y,(,,0.0,MEDZ2125,Pregrado,6.0,,malla,
3,MEDZ2234,202310,4,O,,A043,6.0,,,,),malla,
4,MEDZ2234,202310,5,O,(,,0.0,,,,,homologacion,
5,MEDZ2234,202310,6,,(,,0.0,DMDZ2311,Pregrado,6.0,,homologacion,
